"","group","date_email_sent","group_code","email_subject","before_march","day_of_week","emails_sent","number_opens","number_clicks","number_unsub","number_orders","open_to_click_rate","opens_rate","clicks_rate","unsub_rate","orders_rate","sales_amount","avg_days_before_order","revenue_per_email","revenue_per_purchase"
"71","Alarming",2004-04-05,"Alarm Mon","LIMITED EDITION MODELS FOR APRIL: ORDER FAST!",FALSE,"Mon",26,5,0,1,1,0,0.192307692307692,0,0.0384615384615385,0.0384615384615385,24804.34,0,954.013076923077,24804.34
"72","Alarming",2004-04-07,"Alarm Wed","LIMITED EDITION MODELS FOR APRIL: ORDER FAST!",FALSE,"Wed",26,3,0,1,0,0,0.115384615384615,0,0.0384615384615385,0,0,NA,0,0
"73","Alarming",2004-04-09,"Alarm Fri","LIMITED EDITION MODELS FOR APRIL: ORDER FAST!",FALSE,"Fri",27,1,1,1,0,1,0.037037037037037,0.037037037037037,0.037037037037037,0,0,NA,0,0
"74","Alarming",2004-04-12,"Alarm Mon","APRIL ESSENTIALS: DON’T LET THESE SELL OUT!",FALSE,"Mon",25,5,0,0,0,0,0.2,0,0,0,0,NA,0,0
"75","Alarming",2004-04-14,"Alarm Wed","APRIL ESSENTIALS: DON’T LET THESE SELL OUT!",FALSE,"Wed",25,1,1,0,0,1,0.04,0.04,0,0,0,NA,0,0
"76","Alarming",2004-04-16,"Alarm Fri","APRIL ESSENTIALS: DON’T LET THESE SELL OUT!",FALSE,"Fri",26,1,1,2,0,1,0.0384615384615385,0.0384615384615385,0.0769230769230769,0,0,NA,0,0
"77","Alarming",2004-04-19,"Alarm Mon","URGENT: THIS WEEK’S TOP-SELLING MODELS!",FALSE,"Mon",25,7,1,1,0,0.142857142857143,0.28,0.04,0.04,0,0,NA,0,0
"78","Alarming",2004-04-21,"Alarm Wed","URGENT: THIS WEEK’S TOP-SELLING MODELS!",FALSE,"Wed",25,1,0,1,0,0,0.04,0,0.04,0,0,NA,0,0
"79","Alarming",2004-04-23,"Alarm Fri","URGENT: THIS WEEK’S TOP-SELLING MODELS!",FALSE,"Fri",24,3,0,0,0,0,0.125,0,0,0,0,NA,0,0
"80","Alarming",2004-04-26,"Alarm Mon","BACK BY POPULAR DEMAND: ORDER NOW BEFORE IT’S GONE AGAIN!",FALSE,"Mon",24,3,2,0,0,0.666666666666667,0.125,0.0833333333333333,0,0,0,NA,0,0
"81","Alarming",2004-04-28,"Alarm Wed","BACK BY POPULAR DEMAND: ORDER NOW BEFORE IT’S GONE AGAIN!",FALSE,"Wed",24,1,1,1,0,1,0.0416666666666667,0.0416666666666667,0.0416666666666667,0,0,NA,0,0
"82","Alarming",2004-04-30,"Alarm Fri","BACK BY POPULAR DEMAND: ORDER NOW BEFORE IT’S GONE AGAIN!",FALSE,"Fri",24,1,1,1,0,1,0.0416666666666667,0.0416666666666667,0.0416666666666667,0,0,NA,0,0
"83","Alarming",2004-05-03,"Alarm Mon","MOTHER’S & FATHER’S DAY ITEMS: DON’T WAIT TO STOCK UP!",FALSE,"Mon",24,8,2,0,0,0.25,0.333333333333333,0.0833333333333333,0,0,0,NA,0,0
"84","Alarming",2004-05-05,"Alarm Wed","MOTHER’S & FATHER’S DAY ITEMS: DON’T WAIT TO STOCK UP!",FALSE,"Wed",23,0,0,1,0,0,0,0,0.0434782608695652,0,0,NA,0,0
"85","Alarming",2004-05-07,"Alarm Fri","MOTHER’S & FATHER’S DAY ITEMS: DON’T WAIT TO STOCK UP!",FALSE,"Fri",23,2,1,1,0,0.5,0.0869565217391304,0.0434782608695652,0.0434782608695652,0,0,NA,0,0
"86","Alarming",2004-05-10,"Alarm Mon","LIMITED SUPPLY: FATHER’S DAY BESTSELLERS IN STOCK NOW!",FALSE,"Mon",24,6,2,0,1,0.333333333333333,0.25,0.0833333333333333,0,0.0416666666666667,48472.24,1,2019.67666666667,48472.24
"87","Alarming",2004-05-12,"Alarm Wed","LIMITED SUPPLY: FATHER’S DAY BESTSELLERS IN STOCK NOW!",FALSE,"Wed",22,2,0,1,0,0,0.0909090909090909,0,0.0454545454545455,0,0,NA,0,0
"88","Alarming",2004-05-14,"Alarm Fri","LIMITED SUPPLY: FATHER’S DAY BESTSELLERS IN STOCK NOW!",FALSE,"Fri",22,3,0,1,0,0,0.136363636363636,0,0.0454545454545455,0,0,NA,0,0
"89","Alarming",2004-05-17,"Alarm Mon","TIME-SENSITIVE: THIS WEEK’S MUST-HAVE MODELS!",FALSE,"Mon",24,4,1,0,0,0.25,0.166666666666667,0.0416666666666667,0,0,0,NA,0,0
"90","Alarming",2004-05-19,"Alarm Wed","TIME-SENSITIVE: THIS WEEK’S MUST-HAVE MODELS!",FALSE,"Wed",21,1,1,0,0,1,0.0476190476190476,0.0476190476190476,0,0,0,NA,0,0
"91","Alarming",2004-05-21,"Alarm Fri","TIME-SENSITIVE: THIS WEEK’S MUST-HAVE MODELS!",FALSE,"Fri",21,1,1,0,0,1,0.0476190476190476,0.0476190476190476,0,0,0,NA,0,0
"92","Alarming",2004-05-24,"Alarm Mon","SUMMER IS HERE: LAST CHANCE FOR MAY’S HOTTEST ITEMS!",FALSE,"Mon",24,6,2,1,0,0.333333333333333,0.25,0.0833333333333333,0.0416666666666667,0,0,NA,0,0
"93","Alarming",2004-05-26,"Alarm Wed","SUMMER IS HERE: LAST CHANCE FOR MAY’S HOTTEST ITEMS!",FALSE,"Wed",21,3,1,1,0,0.333333333333333,0.142857142857143,0.0476190476190476,0.0476190476190476,0,0,NA,0,0
"94","Alarming",2004-05-28,"Alarm Fri","SUMMER IS HERE: LAST CHANCE FOR MAY’S HOTTEST ITEMS!",FALSE,"Fri",21,2,1,1,0,0.5,0.0952380952380952,0.0476190476190476,0.0476190476190476,0,0,NA,0,0
